page,code,time_hr,weight_change_mg_cm2
6,02-04-001-041-1,0,0
6,02-04-001-041-1,14,-0.2
6,02-04-001-041-1,28,-0.63
6,02-04-001-041-1,42,-1.18
6,02-04-001-041-1,56,-1.5
6,02-04-001-041-1,70,-1.87
6,02-04-001-041-1,86,-2.47
6,02-04-001-041-1,100,-2.87
7,02-04-001-078-2,0,0
7,02-04-001-078-2,10,-1.82
7,02-04-001-078-2,25,-3.43
7,02-04-001-078-2,40,-5.45
7,02-04-001-078-2,55,-8
7,02-04-001-078-2,70,-11.54
7,02-04-001-078-2,85,-15.6
7,02-04-001-078-2,100,-19.59
8,02-04-001-095-1,0,0
8,02-04-001-095-1,1,0.39
8,02-04-001-095-1,15,-1.21
8,02-04-001-095-1,30,-1.99
8,02-04-001-095-1,45,-2.53
8,02-04-001-095-1,60,-3.35
8,02-04-001-095-1,75,-4.2
8,02-04-001-095-1,90,-4.81
8,02-04-001-095-1,100,-5.56
9,02-04-001-095-2,0,0
9,02-04-001-095-2,1,0.21
9,02-04-001-095-2,15,-1.17
9,02-04-001-095-2,30,-1.73
9,02-04-001-095-2,45,-2.51
9,02-04-001-095-2,60,-3.39
9,02-04-001-095-2,75,-3.99
9,02-04-001-095-2,90,-4.49
9,02-04-001-095-2,100,-5.05
10,02-04-001-101-3,0,0
10,02-04-001-101-3,1,0.29
10,02-04-001-101-3,15,0.09
10,02-04-001-101-3,30,-0.29
10,02-04-001-101-3,45,-0.93
10,02-04-001-101-3,60,-1.39
10,02-04-001-101-3,75,-1.92
10,02-04-001-101-3,90,-2.37
10,02-04-001-101-3,100,-2.62
11,02-04-001-101-6,0,0
11,02-04-001-101-6,1,0.35
11,02-04-001-101-6,15,-1.03
11,02-04-001-101-6,30,-1.65
11,02-04-001-101-6,45,-2.2
11,02-04-001-101-6,60,-2.69
11,02-04-001-101-6,75,-3.13
11,02-04-001-101-6,90,-3.62
11,02-04-001-101-6,100,-3.97
12,02-04-001-107-4,0,0
12,02-04-001-107-4,1,0.42
12,02-04-001-107-4,15,-1.45
12,02-04-001-107-4,30,-2.06
12,02-04-001-107-4,45,-2.77
12,02-04-001-107-4,60,-3.67
12,02-04-001-107-4,75,-4.73
12,02-04-001-107-4,90,-5.8
12,02-04-001-107-4,100,-6.8
13,02-04-001-107-5,0,0
13,02-04-001-107-5,1,0.47
13,02-04-001-107-5,15,-0.79
13,02-04-001-107-5,30,-1.92
13,02-04-001-107-5,45,-3.06
13,02-04-001-107-5,60,-4.43
13,02-04-001-107-5,75,-6.03
13,02-04-001-107-5,90,-8
13,02-04-001-107-5,100,-9.45
14,02-04-001-123-1,0,0
14,02-04-001-123-1,1,0.11
14,02-04-001-123-1,15,-1.17
14,02-04-001-123-1,30,-2.18
14,02-04-001-123-1,45,-3.34
14,02-04-001-123-1,60,-4.78
14,02-04-001-123-1,75,-6.48
14,02-04-001-123-1,90,-9.15
14,02-04-001-123-1,100,-12.11
15,02-04-001-123-2,0,0
15,02-04-001-123-2,1,0.07
15,02-04-001-123-2,15,-1.59
15,02-04-001-123-2,30,-2.73
15,02-04-001-123-2,45,-3.98
15,02-04-001-123-2,60,-5.63
15,02-04-001-123-2,75,-7.8
15,02-04-001-123-2,90,-11.59
15,02-04-001-123-2,100,-15.16
16,02-04-001-123-4,0,0
16,02-04-001-123-4,1,-0.02
16,02-04-001-123-4,15,-0.72
16,02-04-001-123-4,30,-0.87
16,02-04-001-123-4,45,-1.2
16,02-04-001-123-4,60,-1.67
16,02-04-001-123-4,75,-2.41
16,02-04-001-123-4,90,-3.4
16,02-04-001-123-4,100,-4.35
17,02-04-001-123-5,0,0
17,02-04-001-123-5,1,0.23
17,02-04-001-123-5,15,-1.43
17,02-04-001-123-5,30,-2.22
17,02-04-001-123-5,45,-3.14
17,02-04-001-123-5,60,-4.24
17,02-04-001-123-5,75,-5.82
17,02-04-001-123-5,90,-8.02
17,02-04-001-123-5,100,-10.1
18,02-04-001-123-6,0,0
18,02-04-001-123-6,1,0.22
18,02-04-001-123-6,15,-0.6
18,02-04-001-123-6,30,-1
18,02-04-001-123-6,45,-1.67
18,02-04-001-123-6,60,-2.64
18,02-04-001-123-6,75,-3.86
18,02-04-001-123-6,90,-5.87
18,02-04-001-123-6,100,-7.93
19,02-04-001-128-1,0,0
19,02-04-001-128-1,1,0.21
19,02-04-001-128-1,15,-1.58
19,02-04-001-128-1,30,-2.77
19,02-04-001-128-1,45,-3.61
19,02-04-001-128-1,60,-4.38
19,02-04-001-128-1,75,-5.4
19,02-04-001-128-1,90,-6.55
19,02-04-001-128-1,100,-7.08
20,02-04-001-128-2,0,0
20,02-04-001-128-2,1,0.04
20,02-04-001-128-2,15,-1.05
20,02-04-001-128-2,30,-1.76
20,02-04-001-128-2,45,-2.74
20,02-04-001-128-2,60,-3.55
20,02-04-001-128-2,75,-4.32
20,02-04-001-128-2,90,-5.38
20,02-04-001-128-2,100,-5.62
21,02-04-001-130-1,0,0
21,02-04-001-130-1,1,0.16
21,02-04-001-130-1,15,-0.82
21,02-04-001-130-1,30,-1.46
21,02-04-001-130-1,45,-2.52
21,02-04-001-130-1,60,-3.67
21,02-04-001-130-1,75,-5.2
21,02-04-001-130-1,90,-8.22
21,02-04-001-130-1,100,-11.14
22,02-04-001-130-2,0,0
22,02-04-001-130-2,1,0.3
22,02-04-001-130-2,15,-1.45
22,02-04-001-130-2,30,-2.86
22,02-04-001-130-2,45,-4.9
22,02-04-001-130-2,60,-8.83
22,02-04-001-130-2,75,-15.4
22,02-04-001-130-2,90,-23.01
22,02-04-001-130-2,100,-28.76
23,02-04-001-130-3,0,0
23,02-04-001-130-3,1,0.21
23,02-04-001-130-3,15,-1.25
23,02-04-001-130-3,30,-2.34
23,02-04-001-130-3,45,-3.76
23,02-04-001-130-3,60,-5.48
23,02-04-001-130-3,75,-7.76
23,02-04-001-130-3,90,-11.14
23,02-04-001-130-3,100,-14.43
24,02-04-001-130-4,0,0
24,02-04-001-130-4,1,0.31
24,02-04-001-130-4,15,-0.52
24,02-04-001-130-4,30,-1.1
24,02-04-001-130-4,45,-1.98
24,02-04-001-130-4,60,-2.94
24,02-04-001-130-4,75,-3.91
24,02-04-001-130-4,90,-4.93
24,02-04-001-130-4,100,-5.66
25,02-04-001-130-5,0,0
25,02-04-001-130-5,1,0.27
25,02-04-001-130-5,15,-0.85
25,02-04-001-130-5,30,-1.41
25,02-04-001-130-5,45,-2.16
25,02-04-001-130-5,60,-2.99
25,02-04-001-130-5,75,-3.88
25,02-04-001-130-5,90,-4.74
25,02-04-001-130-5,100,-5.42
26,02-04-001-130-6,0,0
26,02-04-001-130-6,1,0.31
26,02-04-001-130-6,15,-1.48
26,02-04-001-130-6,30,-2.55
26,02-04-001-130-6,45,-3.7
26,02-04-001-130-6,60,-5.17
26,02-04-001-130-6,75,-6.75
26,02-04-001-130-6,90,-9.5
26,02-04-001-130-6,100,-11.99
27,02-04-001-146-5,0,0
27,02-04-001-146-5,1,0.46
27,02-04-001-146-5,15,-1.06
27,02-04-001-146-5,30,-1.84
27,02-04-001-146-5,45,-2.3
27,02-04-001-146-5,60,-2.69
27,02-04-001-146-5,75,-3.15
27,02-04-001-146-5,90,-4
27,02-04-001-146-5,100,-4.25
28,02-04-001-204-4,0,0
28,02-04-001-204-4,1,0.2
28,02-04-001-204-4,15,-2.89
28,02-04-001-204-4,30,-3.75
28,02-04-001-204-4,45,-4.21
28,02-04-001-204-4,60,-4.64
28,02-04-001-204-4,75,-5.15
28,02-04-001-204-4,90,-5.76
28,02-04-001-204-4,100,-6.13
29,02-04-001-221-1,0,0
29,02-04-001-221-1,1,0.41
29,02-04-001-221-1,15,-1.24
29,02-04-001-221-1,30,-1.24
29,02-04-001-221-1,45,-2.65
29,02-04-001-221-1,60,-3.19
29,02-04-001-221-1,75,-3.87
29,02-04-001-221-1,90,-4.38
29,02-04-001-221-1,100,-4.75
30,02-04-001-221-5,0,0
30,02-04-001-221-5,1,0.24
30,02-04-001-221-5,15,-1.44
30,02-04-001-221-5,30,-2.63
30,02-04-001-221-5,45,-3.7
30,02-04-001-221-5,60,-4.69
30,02-04-001-221-5,75,-5.72
30,02-04-001-221-5,90,-6.63
30,02-04-001-221-5,100,-7.31
31,02-04-001-328-1,0,0
31,02-04-001-328-1,1,0.35
31,02-04-001-328-1,15,-0.74
31,02-04-001-328-1,30,-1.34
31,02-04-001-328-1,45,-1.75
31,02-04-001-328-1,60,-2.15
31,02-04-001-328-1,75,-2.49
31,02-04-001-328-1,90,-2.98
31,02-04-001-328-1,100,-3.27
32,02-04-001-321-2,0,0
32,02-04-001-321-2,1,0.38
32,02-04-001-321-2,15,-0.92
32,02-04-001-321-2,30,-1.98
32,02-04-001-321-2,45,-2.96
32,02-04-001-321-2,60,-3.69
32,02-04-001-321-2,75,-4.42
32,02-04-001-321-2,90,-5.02
32,02-04-001-321-2,100,-5.5
33,02-04-001-328-1,0,0
33,02-04-001-328-1,1,0.35
33,02-04-001-328-1,15,-0.74
33,02-04-001-328-1,30,-1.34
33,02-04-001-328-1,45,-1.75
33,02-04-001-328-1,60,-2.15
33,02-04-001-328-1,75,-2.49
33,02-04-001-328-1,90,-2.98
33,02-04-001-328-1,100,-3.27
34,02-04-001-337-4,0,0
34,02-04-001-337-4,1,0.18
34,02-04-001-337-4,15,-0.79
34,02-04-001-337-4,30,-1.21
34,02-04-001-337-4,45,-1.57
34,02-04-001-337-4,60,-2.02
34,02-04-001-337-4,75,-2.78
34,02-04-001-337-4,90,-3.47
34,02-04-001-337-4,100,-4.11
35,02-04-001-002-1,0,0
35,02-04-001-002-1,8,0.28
35,02-04-001-002-2,0,0
35,02-04-001-002-2,8,0.35
35,02-04-001-002-2,24,-0.08
35,02-04-001-002-3,0,0
35,02-04-001-002-3,8,0.44
35,02-04-001-002-3,24,0.18
35,02-04-001-002-3,48,-0.11
35,02-04-001-002-4,0,0
35,02-04-001-002-4,8,0.28
35,02-04-001-002-4,24,0.06
35,02-04-001-002-4,48,-0.16
35,02-04-001-002-4,72,-0.37
35,02-04-001-002-5,0,0
35,02-04-001-002-5,8,0.38
35,02-04-001-002-5,24,0.08
35,02-04-001-002-5,48,-0.14
35,02-04-001-002-5,72,-0.32
35,02-04-001-002-5,100,-0.55
35,02-04-001-002-6,0,0
35,02-04-001-002-6,8,0.28
35,02-04-001-002-6,24,0.05
35,02-04-001-002-6,48,-0.19
35,02-04-001-002-6,72,-0.4
35,02-04-001-002-6,100,-0.64
35,02-04-001-010-2,0,0
35,02-04-001-010-2,8,0.28
35,02-04-001-010-2,24,-0.14
35,02-04-001-010-2,48,-0.56
35,02-04-001-010-2,72,-0.89
35,02-04-001-010-2,100,-1.41
35,02-04-001-010-3,0,0
35,02-04-001-010-3,8,0.29
35,02-04-001-010-3,24,-0.03
35,02-04-001-010-3,48,-0.32
35,02-04-001-010-3,72,-0.58
35,02-04-001-010-3,100,-1.11
36,02-04-001-103-3,0,0
36,02-04-001-103-3,1,0.14
36,02-04-001-103-3,15,0.2
36,02-04-001-103-3,30,0.2
36,02-04-001-103-3,45,0
36,02-04-001-103-3,60,-0.08
36,02-04-001-103-3,75,-0.15
36,02-04-001-103-3,90,-0.23
36,02-04-001-103-3,100,-0.33
36,02-04-001-103-3,200,-0.97
36,02-04-001-103-3,300,-3
36,02-04-001-103-3,400,-4.36
36,02-04-001-103-3,500,-5.4
36,02-04-001-103-3,600,-6.86
36,02-04-001-103-3,700,-8.47
36,02-04-001-103-3,800,-8.9
36,02-04-001-103-3,900,-9.76
36,02-04-001-103-3,1000,-10.71
37,02-04-001-103-4,0,0
37,02-04-001-103-4,1,0.14
37,02-04-001-103-4,15,0.26
37,02-04-001-103-4,30,0.36
37,02-04-001-103-4,45,-0.11
37,02-04-001-103-4,60,-0.31
37,02-04-001-103-4,75,-0.42
37,02-04-001-103-4,90,-0.57
37,02-04-001-103-4,100,-0.72
37,02-04-001-103-4,200,-1.56
37,02-04-001-103-4,300,-3.93
37,02-04-001-103-4,400,-5.48
37,02-04-001-103-4,500,-6.78
37,02-04-001-103-4,600,-8.73
37,02-04-001-103-4,700,-11.87
37,02-04-001-103-4,800,-13.61
37,02-04-001-103-4,900,-16.16
37,02-04-001-103-4,1000,-19.18
38,02-04-001-103-5,0,0
38,02-04-001-103-5,1,0.14
38,02-04-001-103-5,15,0.25
38,02-04-001-103-5,30,0.28
38,02-04-001-103-5,45,-0.01
38,02-04-001-103-5,60,-0.21
38,02-04-001-103-5,75,-0.33
38,02-04-001-103-5,90,-0.5
38,02-04-001-103-5,100,-0.63
39,02-04-001-103-7,0,0
39,02-04-001-103-7,46,0.17
39,02-04-001-103-7,146,-2.43
39,02-04-001-103-7,246,-4.28
39,02-04-001-103-7,346,-5.77
39,02-04-001-103-7,446,-7.97
39,02-04-001-103-7,546,-10.84
39,02-04-001-103-7,646,-12.74
39,02-04-001-103-7,746,-15.22
39,02-04-001-103-7,1000,-24.88
40,02-04-001-115-3,0,0
40,02-04-001-115-3,1,0.32
40,02-04-001-115-3,15,-0.03
40,02-04-001-115-3,30,-0.42
40,02-04-001-115-3,45,-0.51
40,02-04-001-115-3,60,-0.58
40,02-04-001-115-3,75,-0.72
40,02-04-001-115-3,90,-0.86
40,02-04-001-115-3,100,-0.95
41,02-04-001-115-6,0,0
41,02-04-001-115-6,1,0.38
41,02-04-001-115-6,15,-2.57
41,02-04-001-115-6,30,-2.69
41,02-04-001-115-6,45,-2.75
41,02-04-001-115-6,60,-2.83
41,02-04-001-115-6,75,-2.92
41,02-04-001-115-6,90,-3.03
41,02-04-001-115-6,100,-3.12
42,02-04-001-186-6,0,0
42,02-04-001-186-6,1,0.11
42,02-04-001-186-6,10,-1.37
42,02-04-001-186-6,25,-1.71
42,02-04-001-186-6,40,-1.82
42,02-04-001-186-6,55,-1.84
42,02-04-001-186-6,70,-1.93
42,02-04-001-186-6,85,-2
42,02-04-001-186-6,100,-2.06
42,02-04-001-186-6,115,-2.08
42,02-04-001-186-6,130,-2.19
42,02-04-001-186-6,145,-2.22
42,02-04-001-186-6,160,-2.36
42,02-04-001-186-6,175,-2.43
42,02-04-001-186-6,190,-2.5
42,02-04-001-186-6,200,-2.52
42,02-04-001-186-6,250,-2.91
42,02-04-001-186-6,300,-3.19
42,02-04-001-186-6,350,-3.3
42,02-04-001-186-6,400,-3.42
42,02-04-001-186-6,450,-3.5
42,02-04-001-186-6,500,-4.03
43,02-04-001-190-5,0,0
43,02-04-001-190-5,1,0.24
43,02-04-001-190-5,15,-0.76
43,02-04-001-190-5,30,-1.06
43,02-04-001-190-5,45,-1.07
43,02-04-001-190-5,60,-1.14
43,02-04-001-190-5,75,-1.15
43,02-04-001-190-5,90,-1.2
43,02-04-001-190-5,100,-1.15
43,02-04-001-190-5,115,-1.15
43,02-04-001-190-5,130,-1.21
43,02-04-001-190-5,145,-1.17
43,02-04-001-190-5,160,-1.19
43,02-04-001-190-5,175,-1.2
43,02-04-001-190-5,190,-1.24
43,02-04-001-190-5,200,-1.2
44,02-04-001-231-5,0,0
44,02-04-001-231-5,20,0.12
44,02-04-001-231-5,40,0.02
44,02-04-001-231-5,60,-0.22
44,02-04-001-231-5,80,-0.39
44,02-04-001-231-5,100,-0.58
44,02-04-001-231-5,120,-0.68
44,02-04-001-231-5,140,-0.81
44,02-04-001-231-5,160,-0.97
44,02-04-001-231-5,180,-1.09
44,02-04-001-231-5,200,-1.26
44,02-04-001-231-5,220,-1.44
44,02-04-001-231-5,240,-1.69
44,02-04-001-231-5,260,-1.89
